text,sentiment,label
"However , the broker gave an `` outperform '' recommendation on the stock .",positive,2
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",neutral,1
The most significant challengers in the market are Logset and Sampo-Rosenlew .,neutral,1
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",positive,2
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive,2
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,neutral,1
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",neutral,1
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",negative,0
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,positive,2
Residents access to the block is planned to be from Aleksandri Street .,neutral,1
The parties have agreed not to disclose the transaction value .,neutral,1
The changes in readership were not significant .,neutral,1
"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .",positive,2
"On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines .",neutral,1
"In the Baltic countries , Atria 's target is organic growth .",neutral,1
"The remainder of its revenues will come from technology agreements with other firms , InterDigital said .",neutral,1
The group 's net sales in 2007 were EUR683 .6 m.,neutral,1
All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,neutral,1
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,negative,0
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",positive,2
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",positive,2
"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",neutral,1
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,positive,2
"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .",neutral,1
The combined value of the planned investments is about EUR 30mn .,neutral,1
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative,0
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,neutral,1
"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .",positive,2
The new technology improves the glass quality and consistency while increasing throughput .,positive,2
"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .",neutral,1
The bridge will be built to the south of the existing bridge spanning the strait .,neutral,1
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",negative,0
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",neutral,1
Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m .,neutral,1
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,2
"According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .",positive,2
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",negative,0
"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",neutral,1
Each year the dividend is deducted from the subscription price .,neutral,1
The studies are expected to start in 2008 .,neutral,1
"s business sectors are building construction , infrastructure construction and technical building services .",neutral,1
"Following the payment made in April , the company has a total of EUR 23.0 million in loans from financial institutions .",neutral,1
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,positive,2
Financial terms were not disclosed .,neutral,1
"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",neutral,1
"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .",positive,2
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative,0
Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,negative,0
"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .",positive,2
"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",neutral,1
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",neutral,1
"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral,1
"The effect may remain short-lived , however .",neutral,1
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,positive,2
"+£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",neutral,1
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",negative,0
"`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .",positive,2
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",negative,0
The company reiterates its outlook for 2009 .,neutral,1
EBIT margin was up from 1.4 % to 5.1 % .,positive,2
"The program , which was started in the summer of 2007 , was originally estimated to last approximately two years .",neutral,1
"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",neutral,1
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",positive,2
Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,positive,2
"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",neutral,1
The name of the buyer was not disclosed .,neutral,1
The technology park will be built near St. Petersburg-based Pulkovo airport .,neutral,1
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",neutral,1
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",neutral,1
The value of the contracts is about EUR 3.3 mn .,neutral,1
"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .",neutral,1
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,neutral,1
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,neutral,1
Our standardised services have met with a positive reception among our customers as well as at Itella .,positive,2
The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,neutral,1
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",neutral,1
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,negative,0
at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,neutral,1
The statutory negotiations at headquarters are part of this decrease .,neutral,1
The agreement includes application maintenance and support services .,neutral,1
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",positive,2
Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,neutral,1
"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",positive,2
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,neutral,1
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,positive,2
The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,neutral,1
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",neutral,1
"Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares .",positive,2
"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",neutral,1
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",neutral,1
ND = Not disclosed .,neutral,1
The annual value of the contracts is estimated at USD 2mn over the next three years .,neutral,1
"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",positive,2
Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 .,neutral,1
Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .,positive,2
"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",neutral,1
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",positive,2
"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",positive,2
"The company reported net sales of EUR550m in 2005 and had some 3,200 employees .",neutral,1
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative,0
"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",neutral,1
This wood lacquered clock comes with a stripy hand-crocheted cover .,neutral,1
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,neutral,1
"Meanwhile , Electrowatt-Ekono Philippines , Inc. was also awarded a three-year operation and maintenance ( O&M ) contract by FR Cement Corporation .",positive,2
"It grew in Finland , Norway , Denmark and the Baltic countries .",neutral,1
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",neutral,1
"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",positive,2
Revenues at the same time grew 14 percent to 43 million euros .,positive,2
The deliveries are scheduled for the summer and autumn of 2008 .,neutral,1
Active shipping is essential for Finland .,neutral,1
"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",positive,2
The company will be part of Teleste 's Video and Broadband Solutions business area .,neutral,1
"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .",neutral,1
"The contract includes design , construction , delivery of equipment , installation and commissioning .",neutral,1
"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner .",neutral,1
"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively .",positive,2
"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",neutral,1
Gunneflo will be responsible of Oriola-KD 's Pharmaceutical Trade business in Sweden .,neutral,1
`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,neutral,1
Cash flow from operating activities is estimated to be positive .,positive,2
"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",neutral,1
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .,positive,2
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",negative,0
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",positive,2
Profit of the accounting period was EUR 0.3 mn .,neutral,1
This amount will not be included in the pensionable salary .,neutral,1
"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",negative,0
The Group also has a strong global position in other fishing categories .,positive,2
The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,positive,2
The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,positive,2
The transaction value is CAD 15 million approximately EUR 10 million .,neutral,1
`` There is no room to modify the share component as we have already indicated . '',neutral,1
"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",neutral,1
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",neutral,1
"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",neutral,1
The announced restructuring will significantly decrease the Company 's indebtedness .,positive,2
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,positive,2
No service pricing details were disclosed .,neutral,1
"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",neutral,1
No financial or pricing details were disclosed .,neutral,1
"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",neutral,1
"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",positive,2
Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,neutral,1
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,negative,0
The value of orders on hand totaled EUR 237.1 mn .,neutral,1
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .",neutral,1
"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .",neutral,1
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .",neutral,1
The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .,neutral,1
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive,2
Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,neutral,1
"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive,2
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",negative,0
"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",positive,2
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,neutral,1
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,positive,2
"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness .",neutral,1
"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",neutral,1
The value of this kind of order amounts usually between Euro 2 and 3 million .,neutral,1
"BasWare is headquartered in Espoo , Finland .",neutral,1
Panostaja did not disclose the purchase price .,neutral,1
"- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .",neutral,1
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,positive,2
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",positive,2
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",neutral,1
"UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue .",negative,0
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",neutral,1
Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,positive,2
The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,neutral,1
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,neutral,1
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",positive,2
Profit after taxes totaled EUR 12.1 mn .,neutral,1
"The product range includes marinated olives , cold cuts , and pates , for example .",neutral,1
Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .,neutral,1
"In Finland , the launch of tie-in sales of 3G mobile phones did not cause a dramatic rush in mobile retail outlets during the first few days .",neutral,1
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,2
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",positive,2
"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",neutral,1
"Typically , the transmission power level can be decreased when the interference noise is above a predefined value .",neutral,1
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,negative,0
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",neutral,1
"Thus , SysOpen Digia has , in accordance with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734 , obtained title to all the shares of Sentera that are to be redeemed .",neutral,1
An EU law on the issue may be introduced around 2010 .,neutral,1
"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .",neutral,1
Radiation and today is a full service house expert in radiation and nuclear safety issues .,neutral,1
The company continued the development of a fully human antibody in its VAP-1 antibody program .,neutral,1
Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,neutral,1
M2 Communications disclaims all liability for information provided within information on on the world wide web .,neutral,1
"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",neutral,1
Protalix is developing genetically engineered proteins from plant cells .,neutral,1
Number of offers received for this contract is two .,neutral,1
"The sale will be finalized in September or October , the company said .",neutral,1
For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,neutral,1
The Finnish textiles and clothing company Marimekko Corporation ( OMX Helsinki : MMO1V ) reported on Wednesday ( 5 November ) an operating profit of EUR8 .1 m on net sales of EUR59m for the period from January to September 2008 .,neutral,1
Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,positive,2
The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .,neutral,1
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,negative,0
"When the negotiations were started , Neste Oil anticipated that 450 people would be affected .",neutral,1
"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",neutral,1
The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,neutral,1
"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .",positive,2
"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .",neutral,1
"The total investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m .",neutral,1
"`` The number of collection errors fell considerably , and operations speeded up .",positive,2
"- The Group -¦ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million .",neutral,1
The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .,neutral,1
The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .,neutral,1
"The total donation amount is EUR 1,115,000 .",neutral,1
The bridge is part of the highway 14 development project .,neutral,1
"When this investment is in place , Atria plans to expand into the Moscow market .",neutral,1
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",negative,0
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",negative,0
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,negative,0
"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .",neutral,1
"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",neutral,1
The number of bodily injury cases quadrupled in 2000-2006 .,negative,0
"GUANGDONG , October 26 , SinoCast -- Nokia Telecommunications Dongguan branch entered into a letter of intent to open a Nokia Class in Qingyuan Polytechnic , Qingyuan City of Guangdong Province .",neutral,1
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",positive,2
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",positive,2
"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral,1
"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",neutral,1
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,neutral,1
"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .",neutral,1
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",neutral,1
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive,2
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",neutral,1
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,positive,2
Operating profit totaled EUR 18.6 mn or 8.3 % of net sales .,neutral,1
"Finnish publisher Alma Media ( HEL : ALN1V ) said Wednesday it has decided to further extend its EUR1 .85 ( USD2 .75 ) apiece mandatory tender offer for media group Talentum ( HEL : TTM1V ) , which started on 19 August , until 16 November .",neutral,1
"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .",positive,2
"Besides , Pit-Produkt will enter the new segments .",neutral,1
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,2
"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",neutral,1
The bank sees a potential for Getinge share to rise .,positive,2
"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",neutral,1
The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,neutral,1
"The Russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of its stock capital , which amounts to 86.936 million litas .",neutral,1
"Following the issue , the new shares will constitute 10 percent of the firm 's capital .",neutral,1
Less than ten people will face pension agreements .,neutral,1
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',neutral,1
"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .",neutral,1
The total value of the deliveries is some EUR65m .,neutral,1
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",positive,2
Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,neutral,1
"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",neutral,1
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,neutral,1
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",negative,0
Net sales have been eaten by the weak US dollar .,negative,0
"For 2009 , Incap expects revenue of some EUR 70 million .",neutral,1
"As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires .",neutral,1
"Kesko offers Hilton to open a hotel on Kalinisky prospect in a 18,000-square metres building because of these difficulties .",neutral,1
Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees .,neutral,1
TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,positive,2
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,neutral,1
Alma Media 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,neutral,1
"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .",neutral,1
"Financial , strategic and operational factors are considered .",neutral,1
No financial details were available .,neutral,1
Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 .,neutral,1
"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences .",neutral,1
Talvivaara also maintains its assumption of turning cash flow positive before the year end .,positive,2
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,negative,0
"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia .",neutral,1
The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,negative,0
"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",neutral,1
A CUT ABOVE Bring the outdoors in with these birch-branch coasters .,neutral,1
"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn .",neutral,1
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive,2
4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .,neutral,1
"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl .",neutral,1
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",negative,0
