text,sentiment
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",neutral
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,neutral
The value of this kind of order amounts usually between Euro 2 and 3 million .,neutral
"The airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added .",neutral
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",neutral
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,neutral
"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .",neutral
"In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees .",neutral
"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",neutral
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",neutral
The presentation material can be viewed on the company 's website in English after the conference .,neutral
`` This could be us .,neutral
The investment would be some EUR5m .,neutral
The purchase price was not disclosed .,neutral
"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .",neutral
"You need to be ready when the window opens up , Rosberg said .",neutral
The medium-term operative targets of the company remain unchanged .,neutral
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",neutral
"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",neutral
"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",neutral
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",neutral
And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,neutral
"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .",neutral
Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,neutral
"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .",neutral
Saunalahti is a part of the Elisa group .,neutral
Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,neutral
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",neutral
The deliveries are scheduled for the summer and autumn of 2008 .,neutral
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,neutral
"The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent .",neutral
"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",neutral
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,neutral
The combined value of the planned investments is about EUR 30mn .,neutral
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",neutral
"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",neutral
"When the OMX market forwards mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's shares and voting rights .",neutral
The company will be part of Teleste 's Video and Broadband Solutions business area .,neutral
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",neutral
"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares .",neutral
Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,neutral
"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment .",neutral
"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .",neutral
The total amount of subscription prices was recorded in the fund for invested non-restricted equity .,neutral
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",neutral
"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",neutral
The EA Reng group posted sales of approximately 84 million kroons for 2007 .,neutral
Net sales in 2008 are expected to be on the same level as in 2007 .,neutral
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,neutral
"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",neutral
You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,neutral
Net profit in the same period in 2006 was (  x20ac ) 172 million .,neutral
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",neutral
The new shares entitle their holders to dividends for fiscal 2006 .,neutral
"Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions .",neutral
Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,neutral
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",neutral
"Based on the design of previous handsets , the Nokia E72 and Nokia E63 this Symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through Mail for Exchange and IBM Lotus Notes Traveler .",neutral
"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year .",neutral
Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,neutral
"It started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming .",neutral
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",neutral
"Following the move , Stora Enso holding in NewPage will remain unchanged .",neutral
"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations .",neutral
"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",neutral
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,neutral
( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),neutral
Status : Agreed,neutral
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",neutral
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",neutral
Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,neutral
Symphony Services provides development services for Aldata GOLD .,neutral
"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .",neutral
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",neutral
A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,neutral
"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",neutral
"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",neutral
The first phase will be completed by the end of 2012 .,neutral
"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc .",neutral
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,neutral
"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",neutral
"In Finland , the five largest brands control 90 % of the beer market .",neutral
"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",neutral
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses .",neutral
Finnish forestry company UPM-Kymmene and waste management company Lassila & Tikanoja said on Jan. 30 they were planning to produce ethanol and energy from commercial and industrial waste .,neutral
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",neutral
No financial details were available .,neutral
"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",neutral
"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",neutral
The total value of the contract is some EUR 8 million .,neutral
"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .",neutral
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",neutral
"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",neutral
"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .",neutral
The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .,neutral
The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .,neutral
"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",neutral
"The gross area of eight houses will be 12,167 m2 .",neutral
The terms of the transactions remained undisclosed .,neutral
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,neutral
"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",neutral
"The Finland-based company says it will move into an existing 260,000-square-foot facility in September .",neutral
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,neutral
"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com .",neutral
Finnish component supplier Componenta Corporation OMX Helsinki : CTH1V said on Monday 16 June that it is changing its pricing cycle due to the increase of raw material prices .,neutral
"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",neutral
"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",neutral
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",neutral
"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",neutral
Efore has decided to establish a company for eletric vehicle ( EV ) business in China .,neutral
The sellers were the founders of the company .,neutral
"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",neutral
Currently Alfred A Palmberg is putting the finishing touches to one of Finland 's biggest ever re-plumbing and bathroom refurbishment projects also in the district of Vuosaari .,neutral
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .",neutral
The company does not at present hold any of its own shares .,neutral
The restructuring measures will not affect the production of packaging printing material .,neutral
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,neutral
"This will be done domestically and in neighboring markets , both organically and through acquisitions .",neutral
The Swedish player became majority owner of UCell in mid-2007 .,neutral
"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",neutral
"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007 .",neutral
"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision .",neutral
"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .",neutral
"The number of class A shares remains unchanged at 9,526,089 shares .",neutral
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",neutral
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,neutral
The company reiterates its outlook for 2009 .,neutral
The recruits who have completed the K-retailer trainee program are qualified to start a career as independent retailers in K-stores .,neutral
"The remaining amount will be funded through debt , the Danish bank said .",neutral
Also the development of online businesses will continue .,neutral
"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",neutral
"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",neutral
"When dialing in , the participants should quote 877417 as conference ID .",neutral
Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397,neutral
The company said that the results of the third quarter do not include non-recurring items .,neutral
Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,neutral
The company 's model is based on developer contracting construction projects and customer focused project management .,neutral
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",neutral
Elcoteq 's revenues in 2007 were approximately EUR 120 million .,neutral
Almost two thirds of Olvi 's net sales come from outside Finland .,neutral
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",neutral
"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",neutral
The group 's net sales in 2007 were EUR683 .6 m.,neutral
"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",neutral
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",neutral
"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",neutral
The technology park will be built near St. Petersburg-based Pulkovo airport .,neutral
The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .,neutral
"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''",neutral
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",neutral
Pertti Ervi is independent from the Company and its major shareholders .,neutral
"With the new arrangement , customer responsibilities will become mainly regional .",neutral
"The important thing now is to keep the bank 's existing 15,000 customers .",neutral
The price of GMO soy is 5 % -7 % lower than that of non-GMO .,neutral
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",neutral
The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .,neutral
"The contract value amounts to about EUR11m , the company added .",neutral
"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",neutral
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,neutral
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,neutral
"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",neutral
The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .,neutral
Donations to universities The Annual General Meeting authorized the Board of Directors to donate max .,neutral
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",neutral
International operations accounted for over 80 % of net sales .,neutral
The parties have agreed not to disclose the transaction value .,neutral
As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,neutral
"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",neutral
Delivery is due in the second half of 2011 .,neutral
Scanfil expects net sales in 2008 to remain at the 2007 level .,neutral
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,neutral
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",neutral
The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .,neutral
"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain .",neutral
New Novator products are supposed to be exported .,neutral
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",neutral
Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,neutral
"In the Baltic countries , Atria 's target is organic growth .",neutral
"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares .",neutral
To see a slide show of all the newest product releases from Fiskars .,neutral
"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",neutral
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,neutral
"Loudeye Corp. , up $ 2.56 at $ 4.33 Nokia Corp. , down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million .",neutral
"GS Engineering will install the valves at a liquefied natural gas LNG plant it has built for UAE LNG extraction and gas plants operator GASCO in Ruwais , UAE .",neutral
"says Brian Burton , Head of IT Security , Vodafone UK .",neutral
The orders also include a few high-power drives for the control of seismic compressors .,neutral
"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",neutral
The purchase sum is about EUR 10mn US$ 12.97 mn .,neutral
"FL Group 's private equity division manages all operating companies , including Icelandair Group , FL Travel Group , Bluebird and Sterling .",neutral
"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .",neutral
Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,neutral
"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",neutral
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",neutral
"The Russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of its stock capital , which amounts to 86.936 million litas .",neutral
"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",neutral
"The share issue , derogating from the pre-emptive right of the shareholders and comprising some six million new shares at market price , will be offered for subscription by shareholders , holders of capital notes and by professional clients .",neutral
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite .",neutral
"DnB Nord of Norway is the `` most likely Nordic buyer '' for Citadele , while Nordea would be a `` good strategic fit '' , according to the document published by Pietiek .",neutral
We offer our customers solutions based on renewable raw materials .,neutral
"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 .",neutral
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",neutral
"The store is located in Poznan in a shopping center named Pestka , the company added .",neutral
"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",neutral
The shares subscribed will be eligible for trade on the following day from the registration .,neutral
"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",neutral
`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',neutral
"For 2009 , Incap expects revenue of some EUR 70 million .",neutral
The orders are part of a long-term development plan of Latvijas Finieris .,neutral
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,neutral
"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",neutral
"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .",neutral
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",neutral
"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral
"In his current position , Manty has worked since 1996 .",neutral
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,neutral
"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares .",neutral
"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",neutral
The deal will have no significant effect on the acquiring company 's equity ratio .,neutral
Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year .,neutral
In 2007 Etteplan reported a turnover of EUR125 .2 m.,neutral
CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental .,neutral
"In Finland , the launch of tie-in sales of 3G mobile phones did not cause a dramatic rush in mobile retail outlets during the first few days .",neutral
"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",neutral
The Company turnover amounted to MEUR 27.9 in 2007 .,neutral
"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .",neutral
Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,neutral
The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,neutral
The value of the order is around EUR 100 million .,neutral
Aspo serves demanding business-to-business customers .,neutral
"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",neutral
Estimations indicate that even up to 170 different tablet computers or reading devices will be available in 2011 .,neutral
"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .",neutral
"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .",neutral
This amount will not be included in the pensionable salary .,neutral
The order was valued at over EUR15m .,neutral
It is expected to be completed by the end of 2007 .,neutral
"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",neutral
Her present position is the director of Stockmann 's international department stores .,neutral
The duration of the contract is 37 months .,neutral
"One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network .",neutral
"Following the issue , the new shares will constitute 10 percent of the firm 's capital .",neutral
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",neutral
"The estimated turnover of the new company is LVL 2,5 million EEK 40 million .",neutral
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",neutral
Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,neutral
Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,neutral
"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",neutral
The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,neutral
"At some point , it will spread also to Iran and Iraq .",neutral
Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees .,neutral
"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .",neutral
The new chain has 700 discount stores and 250 supermarkets .,neutral
"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .",neutral
"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",neutral
This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,neutral
The company has an annual turnover of EUR32 .8 m.,neutral
"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services .",neutral
The category was marked by maturity and the recession .,neutral
"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries .",neutral
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",neutral
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,neutral
"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",neutral
Profit of the accounting period was EUR 0.3 mn .,neutral
All depends on financing .,neutral
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",neutral
"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",neutral
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,neutral
`` I 'm not sure what 's happening .,neutral
The personnel s expertise and high level of technology play a major role in Exel Composites operations .,neutral
This includes a EUR 39.5 mn change in the fair value of investment properties .,neutral
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",neutral
"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 .",neutral
The solution will now be expanded to include all ground staff tasks .,neutral
"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",neutral
"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",neutral
"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",neutral
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,neutral
This would be a huge process .,neutral
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",neutral
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,neutral
The value of the orders is over EUR 10mn .,neutral
The idea of saving electricity in data transfer is still a new one .,neutral
SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,neutral
"The approximately 20,000 dwt vessel has been ordered from India .",neutral
N-Viro operates processing facilities independently as well as in partnership with municipalities .,neutral
According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,neutral
"Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock .",neutral
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",neutral
Fortum also has a blocking stake in Northwestern TGK-1 .,neutral
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,neutral
"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .",neutral
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,neutral
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",neutral
"Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance .",neutral
"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over .",neutral
"mr Bakman sees also expansion options on the Tallinn-Helisnki link , claiming however , that operating the link with only a single ship is not enough .",neutral
Currently the quarterly applied surcharges differ significantly from the actual market prices .,neutral
